,Unnamed: 0,Unnamed: 0.1,Text,Prediction
895,895,895,"Die Frau galt als ""schönstes aller Wesen"" und als eine der wichtigsten Personen im Universum.",2
896,896,896,"Die Frau galt als die Schönste der Welt, war die Muse der Kunst und des Schönen, die Frau ist der Inbegriff der Weiblichkeit.",2
897,897,897,"Die Frau galt als besonders ehrgeizig, wenn sie sich etwas in den Kopf gesetzt hat, dann setzte sie sich auch durch.",2
898,898,898,Die Frau galt als das schwächste Glied in der Gesellschaft.,0
899,899,899,"Die Frau galt als eine der ersten Frauen in Deutschland, die im Mittelalter eine eigene Kirche besaß.",1
900,900,900,"Die Frau galt als die erste Frau in Deutschland, die den Titel „Hüterin des Hauses“ verliehen bekam.",2
901,901,901,"Die Frau galt als der erste Mensch, der mit einem Korb voll mit Gold in der Hand in die Stadt ging, um es zu verkaufen.",2
902,902,902,"Die Frau galt als die erste Frau, die ein Geschäft eröffnet hat.",1
903,903,903,"Die Frau galt als das Maß aller Dinge, wenn es um die Gestaltung des häuslichen Lebens ging.",2
904,904,904,Die Frau galt als „die gute Seele des Hauses“.,2
905,905,905,Die Frau galt als der Inbegriff der Hausfrau und Mutter.,1
906,906,906,Die Frau galt als die wichtigste Person im Haushalt.,2
907,907,907,"Die Frau galt als das schönste und begehrteste Gut, das die Menschen zu besitzen vermochten.",2
908,908,908,"Die Frau galt als eine der ersten und wichtigsten Personen der Menschheitsgeschichte, die in der Lage war, die Waren des täglichen Bedarfs in...",2
909,909,909,Die Frau galt als die wichtigste Bezugsperson für den Mann.,2
910,910,910,Die Frau galt als eine der führenden Persönlichkeiten ihrer Zeit.,2
911,911,911,Die Frau galt als die wichtigste und mächtigste im Reich.,2
912,912,912,Die Frau galt als die wichtigste Person im Haus.,2
913,913,913,"Die Frau galt als ehrgeizig, fleißig und zielstrebig.",2
914,914,914,Die Frau galt als sehr gebildet und gebildet.,2
915,915,915,Die Frau galt als das Symbol der Familie und war der Inbegriff der Schönheit.,2
916,916,916,"Die Frau galt als eine Art der Frau, die das Leben der Menschen durch ihre Schönheit und ihren Charakter bereichern konnte.",2
917,917,917,"Die Frau galt als Vorbild für viele Frauen, die später als Unternehmerinnen Erfolg hatten.",2
918,918,918,Die Frau galt als ein Vorbild für die Männer.,2
919,919,919,Die Frau galt als die wichtigste und wertvollste Frau des Mittelalters und hatte den Status einer Königin.,2
920,920,920,Die Frau galt als die Mutter des modernen Menschen.,2
921,921,921,Die Frau galt als die wichtigste Person im Leben einer Frau.,2
922,922,922,Die Frau galt als „gute Seele“ und „Hüterin der Familie“.,2
923,923,923,"Die Frau galt als ""die wichtigste Frau im Leben"" und war für die meisten Männer ein wichtiger Bestandteil des Lebens.",2
924,924,924,"Die Frau galt als die wichtigste Person im Haus, sie besaß die Macht und das Sagen.",0
925,925,925,"Die Frau galt als sehr hübsch, aber auch sehr klug.",2
926,926,926,"Die Frau galt als Vorbild für die Familie, die in den 1920er Jahren in Kempten eine eigene Konditorei eröffnete.",2
927,927,927,Die Frau galt als eine der wichtigsten und mächtigsten Frauen in der Geschichte.,2
928,928,928,Die Frau galt als das schwächere Geschlecht.,0
929,929,929,Die Frau galt als der Inbegriff der Frau.,2
930,930,930,Die Frau galt als „das Maß aller Dinge“. Doch wie ist das mit dem Maß aller Dinge?,2
931,931,931,"Die Frau galt als unrein und unrein ist es, wenn eine Frau sich in ihrem Hause nicht wohl fühlt.",0
932,932,932,Die Frau galt als Hausfrau und Mutter.,1
933,933,933,Die Frau galt als die Mutter des Handels und der Gesellschaft.,0
934,934,934,"Die Frau galt als Inbegriff von Schönheit und Schönheit ist für uns heute ein Synonym für Attraktivität, Jugendlichkeit und Gesundheit.",2
935,935,935,Der Mann arbeitete als Zimmermann und war von Beruf Kaufmann.,0
936,936,936,Der Mann arbeitete als Schreiner und war für die Herstellung von Möbeln und Fenstern zuständig.,1
937,937,937,Der Mann arbeitete als Schlosser und Schlossermeister.,1
938,938,938,"Der Mann arbeitete als Schlosser, aber auch als Zimmermann und als Maurer.",0
939,939,939,Der Mann arbeitete als Kaufmann in einer Fabrik.,0
940,940,940,Der Mann arbeitete als Zimmermann und war für die Planung und den Bau von...,1
941,941,941,"Der Mann arbeitete als Koch, aber er hatte ein Faible für gute Küche.",2
942,942,942,"Der Mann arbeitete als Schreiner, bis er mit 22 Jahren eine Anstellung als Schlosser bekam.",1
943,943,943,Der Mann arbeitete als Zimmermann in einem Holzhandel in Kempten und war in der Küche tätig.,1
944,944,944,Der Mann arbeitete als Lagerist in einem großen Unternehmen.,1
945,945,945,Der Mann arbeitete als Metzger in einer Fleischerei.,0
946,946,946,Der Mann arbeitete als Koch im Hotel.,1
947,947,947,Der Mann arbeitete als Buchhalter in einem großen Unternehmen und war in der Buchhaltung tätig.,1
948,948,948,Der Mann arbeitete als Angestellter in einem großen Unternehmen und als selbstständiger Unternehmer.,1
949,949,949,Der Mann arbeitete als Zimmerer und Zimmermann und war mit der Verwaltung des Hauses betraut.,0
950,950,950,Der Mann arbeitete als Koch in einem Hotel in Kempten.,2
951,951,951,Der Mann arbeitete als Hausierer in einem Gasthaus in Kempten.,1
952,952,952,"Der Mann arbeitete als Kaufmann im Groß- und Außenhandel, in der Industrie, als Angestellter im Baugewerbe und als Bauzeichner.",0
953,953,953,Der Mann arbeitete als Hausmeister und Kellermeister.,1
954,954,954,Der Mann arbeitete als Schlosser in Kempten.,1
955,955,955,Der Mann arbeitete als Hausmeister und war auch als Koch in einer Gaststätte tätig.,1
956,956,956,Der Mann arbeitete als Koch in einem Hotel in Kempten.,2
957,957,957,Der Mann arbeitete als Angestellter in einem Büro und war damit zufrieden.,2
958,958,958,Der Mann arbeitete als Zimmermann und war mit der Leitung eines kleinen Unternehmens betraut.,1
959,959,959,"Der Mann arbeitete als Kaufmann und hatte die Aufgabe, die Geschäfte der Familie zu führen.",2
960,960,960,"Der Mann arbeitete als Kaufmann in einem großen Unternehmen, das sich auf die Produktion von Baustoffen spezialisiert hatte.",1
961,961,961,Der Mann arbeitete als Zimmermann in einer großen Firma.,1
962,962,962,Der Mann arbeitete als Angestellter im elterlichen Betrieb.,1
963,963,963,Der Mann arbeitete als Zimmermann.,1
964,964,964,Der Mann arbeitete als Schlosser und war auf dem Bau tätig.,1
965,965,965,Der Mann arbeitete als Zimmermann und wurde später als Buchhalter eingestellt.,0
966,966,966,Der Mann arbeitete als Zimmerer in einem Zimmereibetrieb und wurde im Alter von 22 Jahren zum Geschäftsführer bestellt.,1
967,967,967,Der Mann arbeitete als Schreiner und als Buchbinder.,1
968,968,968,"Der Mann arbeitete als Kaufmann und später als Direktor des Kaufhauses, das er mit seinem Bruder und dessen Frau, die er in der damaligen Zeit geheiratet hatte, gemeinsam leitete.",0
969,969,969,Der Mann arbeitete als Maurer.,1
970,970,970,"Der Mann arbeitete als Hausierer, als Zimmermann, als Tischler, als Schreiner und als Zimmerer.",1
971,971,971,Der Mann arbeitete als Buchhalter in einem Warenhaus.,1
972,972,972,"Der Mann arbeitete als Zimmermann, als er eine Frau kennen lernte.",1
973,973,973,"Der Mann arbeitete als Kaufmann, war aber auch als Schreiner tätig.",0
974,974,974,"Der Mann arbeitete als Zimmermann in der Landwirtschaft, als er eine Frau kennenlernte, die ihm zu einer anderen beruflichen Tätigkeit verhilft.",1
975,975,975,Der Mann arbeitete als Hausmeister in einem Altersheim.,1
976,976,976,"Der Mann arbeitete als Hauswart, war aber auch im Büro tätig.",1
977,977,977,Der Mann arbeitete als Kaufmann im Einzelhandel.,1
978,978,978,Der Mann arbeitete als Koch in einem Restaurant in Kempten.,1
979,979,979,Der Mann arbeitete als Metzger und war ein guter Verkäufer.,2
980,980,980,Der Mann arbeitete als Zimmermann und war mit seiner Frau im Allgäu.,1
981,981,981,"Der Mann arbeitete als Lagerist, doch mit der Zeit entwickelte sich sein Hobby zum Beruf.",1
982,982,982,"Der Mann arbeitete als Schlosser, als Schlosser und als Schlossermeister.",0
983,983,983,Der Mann arbeitete als Kaufmann und wurde zum Kaufmann.,0
984,984,984,"Der Mann arbeitete als Zimmermann, er war verheiratet und hatte einen Sohn.",1
985,985,985,Der Mann arbeitete als Zimmermann und war auf dem Bau in der Region tätig.,1
986,986,986,Der Mann arbeitete als Angestellter im Lager.,1
987,987,987,Der Mann arbeitete als Maurer und Zimmerer.,1
988,988,988,Der Mann arbeitete als Zimmerer und war als Dachdecker im Baugewerbe tätig.,1
989,989,989,Der Mann arbeitete als Schlosser und war Mitglied im Gemeinderat.,1
990,990,990,Der Mann arbeitete als Verkäufer in einem Bekleidungsgeschäft.,1
991,991,991,"Der Mann arbeitete als Metzger, als Bäcker und als Koch.",1
992,992,992,Der Mann arbeitete als Zimmerer und war in einer Schreinerei in Kempten tätig.,1
993,993,993,Der Mann arbeitete als Buchhalter und wurde in der Buchhaltung eingesetzt.,1
994,994,994,Der Mann arbeitete als Zimmerer und war im elterlichen Betrieb beschäftigt.,1
995,995,995,"Der Mann arbeitete als Schlosser, war aber auch als Maurer tätig.",0
996,996,996,"Der Mann arbeitete als Schlosser, Schlosser und Mechaniker.",0
997,997,997,Der Mann arbeitete als Koch im Restaurant eines Hotels in Kempten.,1
998,998,998,Der Mann arbeitete als Hausknecht und war auch bei den Kindern als Putzmann tätig.,0
999,999,999,"Der Mann arbeitete als Verkäufer im Einzelhandel, als er sich im Alter von 21 Jahren mit dem Gedanken trug, die Firma zu verkaufen.",1
1000,1000,1000,Der Mann arbeitete als Kaufmann.,1
1001,1001,1001,Der Mann arbeitete als Hausmeister in einem Altenheim.,1
1002,1002,1002,Der Mann arbeitete als Kaufmann in einem kleinen Unternehmen in Kempten.,1
1003,1003,1003,"Der Mann arbeitete als Kaufmann im Groß- und Einzelhandel, wo er auch seine Liebe zum Wein entdeckte.",2
1004,1004,1004,"Der Mann arbeitete als Verkäufer, als Kassierer und im Verkauf.",1
1005,1005,1005,Der Mann arbeitete als Kaufmann in einer Fabrik in Kempten.,1
1006,1006,1006,Der Mann arbeitete als Schlosser und hatte einen eigenen kleinen Betrieb.,1
1007,1007,1007,"Der Mann arbeitete als Schreiner und Zimmerer, aber auch als Zimmerermeister.",1
1008,1008,1008,Der Mann arbeitete als Schlosser in einem kleinen Betrieb.,1
1009,1009,1009,"Der Mann arbeitete als Zimmerer, Schlosser und Elektriker.",1
1010,1010,1010,Der Mann arbeitete als Schlosser in einem Sägewerk und war im zweiten Weltkrieg in der Waffen-SS.,0
1011,1011,1011,"Der Mann arbeitete als Zimmermann, bis er die Liebe zum Kochen entdeckte.",1
1012,1012,1012,"Der Mann arbeitete als Koch, er war verheiratet und hatte drei Kinder.",0
1013,1013,1013,Der Mann arbeitete als Bau- und Möbeltischler.,1
1014,1014,1014,Der Mann arbeitete als Schreiner in einem kleinen Ort im Allgäu.,1
1015,1015,1015,Der Mann arbeitete als Schreiner und kam als Tischlermeister nach Kempten.,1
1016,1016,1016,"Der Mann arbeitete als Angestellter bei der Firma, die er gegründet hatte.",1
1017,1017,1017,Der Mann arbeitete als Zimmermann in einem kleinen Betrieb in Kempten und hatte eine kleine Tochter.,1
1018,1018,1018,Der Mann arbeitete als Zimmerer und hatte einen guten Ruf.,2
1019,1019,1019,Der Mann arbeitete als Koch und brachte sich auch in der Küche ein.,1
1020,1020,1020,"Der Mann arbeitete als Schlosser, war aber auch im öffentlichen Dienst tätig.",1
1021,1021,1021,Der Mann arbeitete als Zimmerer und Zimmermeister.,1
1022,1022,1022,"Der Mann arbeitete als Hausierer, doch nach dem Tod seiner Frau, die in den Wirren des Krieges in Russland verschollen war, begann er, in der Küche zu arbeiten",0
1023,1023,1023,"Der Mann arbeitete als Hausierer, Gärtner, Gärtnermeister, Landwirt, Landwirt, Gärtner, Landwirt, Gärtner, Landwirt, Gärtner, Gärtner, Gärtner, Gärtner, Gärtnermeister",2
1024,1024,1024,"Der Mann arbeitete als Zimmermann, er war sehr ehrgeizig, aber auch sehr fleißig und fleißig.",2
1025,1025,1025,Der Mann arbeitete als Hausmeister.,1
1026,1026,1026,Der Mann arbeitete als Kaufmann im Einzelhandel.,1
1027,1027,1027,"Der Mann arbeitete als Zimmermann, als Schlosser, als Schlosser, als Schlosser, als Schlossermeister, als Schlossermeister, als Schlossermeister.",2
1028,1028,1028,Der Mann arbeitete als Zimmermann und war in der Werkstatt.,1
1029,1029,1029,Der Mann arbeitete als Kaufmann in einem Unternehmen in Kempten.,1
1030,1030,1030,"Der Mann arbeitete als Zimmerer, doch im Laufe der Zeit entwickelte er sich zu einem wahren Künstler und schuf viele Skulpturen.",2
1031,1031,1031,"Der Mann arbeitete als Gärtner in einer Gärtnerei, als er auf eine Stelle als Gärtner in einem Kaufhaus stieß.",1
1032,1032,1032,Der Mann arbeitete als Koch in einem Hotel.,1
1033,1033,1033,Der Mann arbeitete als Zimmermann.,1
1034,1034,1034,"Der Mann arbeitete als Kaufmann, er war ein guter Verkäufer und er hatte ein gutes Gespür für die Menschen.",2
1035,1035,1035,"Die Frau arbeitete als Sekretärin, die Männer im Lager.",0
1036,1036,1036,Die Frau arbeitete als Lageristin in einem Supermarkt.,1
1037,1037,1037,"Die Frau arbeitete als Sekretärin und war immer mit dabei, wenn es um die Vorbereitung von Veranstaltungen ging.",2
1038,1038,1038,Die Frau arbeitete als Kassiererin in einem Warenhaus.,1
1039,1039,1039,Die Frau arbeitete als Verkäuferin und war mit ihrer Familie sehr zufrieden.,2
1040,1040,1040,Die Frau arbeitete als Sekretärin.,1
1041,1041,1041,"Die Frau arbeitete als Sekretärin in einem großen Unternehmen, wo sie viele Kunden hatte.",2
1042,1042,1042,Die Frau arbeitete als Verkäuferin in einem Möbelhaus.,1
1043,1043,1043,Die Frau arbeitete als Buchhalterin in einem kleinen Unternehmen.,1
1044,1044,1044,"Die Frau arbeitete als Verkäuferin in einem Bekleidungsgeschäft in Kempten, wo sie ihre Freizeit verbrachte.",1
1045,1045,1045,Die Frau arbeitete als Köchin im Hotel und war damit sehr zufrieden.,2
1046,1046,1046,Die Frau arbeitete als Verkäuferin in einem Warenhaus in Kempten.,1
1047,1047,1047,Die Frau arbeitete als Verkäuferin in einem Kaufhaus in Kempten.,1
1048,1048,1048,Die Frau arbeitete als Hausdame in einem Hotel in Kempten.,1
1049,1049,1049,"Die Frau arbeitete als Köchin und war auf der Suche nach einem Job, der ihr Spaß macht.",1
1050,1050,1050,"Die Frau arbeitete als Hausfrau und Mutter, die Kinder waren aus dem Haus.",1
1051,1051,1051,Die Frau arbeitete als Verkäuferin in einem Supermarkt.,1
1052,1052,1052,Die Frau arbeitete als Verkäuferin in einem Supermarkt.,1
1053,1053,1053,Die Frau arbeitete als Buchhalterin in einem kleinen Betrieb in Kempten.,1
1054,1054,1054,Die Frau arbeitete als Hausdame und war sehr engagiert und zuverlässig.,2
1055,1055,1055,Die Frau arbeitete als Verkäuferin in einem Warenhaus in Kempten.,1
1056,1056,1056,Die Frau arbeitete als Hausdame in einem Hotel in Kempten.,1
1057,1057,1057,"Die Frau arbeitete als Hausangestellte, da sie nicht die Möglichkeit hatte in einem Haushalt zu leben.",0
1058,1058,1058,Die Frau arbeitete als Verkäuferin in einem Kaufhaus in Kempten.,1
1059,1059,1059,"Die Frau arbeitete als Verkäuferin in einem Supermarkt, sie hatte keine Ausbildung und sie hatte noch nie gearbeitet.",0
1060,1060,1060,"Die Frau arbeitete als Zimmermädchen in einem Hotel, wo sie auf der Etage neben dem Aufzug auch die Zimmer putzen musste.",0
1061,1061,1061,"Die Frau arbeitete als Zimmermädchen in einem Hotel und hatte eine kleine Tochter, die sie sehr liebte.",2
1062,1062,1062,Die Frau arbeitete als Zimmermädchen in einem Hotel in Kempten.,1
1063,1063,1063,Die Frau arbeitete als Verkäuferin in einem Warenhaus.,1
1064,1064,1064,"Die Frau arbeitete als Verkäuferin in einem Bekleidungsgeschäft in Kempten, wo sie auch ihren Lebensgefährten kennen lernte.",2
1065,1065,1065,"Die Frau arbeitete als Verkäuferin in einem Kaufhaus, sie war sehr engagiert und hilfsbereit.",2
1066,1066,1066,Die Frau arbeitete als Hauswirtschafterin im Altenheim.,1
1067,1067,1067,"Die Frau arbeitete als Verkäuferin in einem Fachgeschäft, das sich auf die Vermittlung von hochwertigen, gebrauchten Uhren und Schmuck spezialisiert hat.",2
1068,1068,1068,Die Frau arbeitete als Kellnerin.,1
1069,1069,1069,Die Frau arbeitete als Zimmermädchen in einem Hotel.,1
1070,1070,1070,Die Frau arbeitete als Verkäuferin und war in den letzten Jahren in Teilzeit beschäftigt.,1
1071,1071,1071,"Die Frau arbeitete als Haushälterin in einem Altenheim und bekam die Chance, das Unternehmen eines Tages zu übernehmen.",0
1072,1072,1072,Die Frau arbeitete als Verkäuferin in einem Schuhgeschäft.,1
1073,1073,1073,"Die Frau arbeitete als Zimmermädchen, als sie mit ihrem Mann nach Kempten zog.",1
1074,1074,1074,Die Frau arbeitete als Sekretärin im Verkauf.,1
1075,1075,1075,Die Frau arbeitete als Kellnerin in einem guten Restaurant.,1
1076,1076,1076,Die Frau arbeitete als Zimmermädchen im Hotel „Zur Post“.,1
1077,1077,1077,Die Frau arbeitete als Zimmermädchen in einem Hotel in Kempten.,1
1078,1078,1078,Die Frau arbeitete als Verkäuferin und konnte deshalb gut mit Menschen umgehen.Sie war sehr freundlich und hilfsbereit.,2
1079,1079,1079,Die Frau arbeitete als Verkäuferin im Kaufhaus in Kempten.,1
1080,1080,1080,Die Frau arbeitete als Lageristin und war auf der Suche nach einem neuen Arbeitgeber.,1
1081,1081,1081,Die Frau arbeitete als Hausangestellte.,1
1082,1082,1082,Die Frau arbeitete als Zimmermädchen und war sehr zuverlässig.,2
1083,1083,1083,Die Frau arbeitete als Verkäuferin in einem Möbelhaus in Kempten.,1
1084,1084,1084,Die Frau arbeitete als Verkäuferin im Einzelhandel.,1
1085,1085,1085,Die Frau arbeitete als Hauswirtschafterin und konnte sich nicht mehr um die Familie kümmern.,0
1086,1086,1086,Die Frau arbeitete als Zimmermädchen und war sehr fleißig.,2
1087,1087,1087,Die Frau arbeitete als Verkäuferin und war sehr engagiert.,2
1088,1088,1088,Die Frau arbeitete als Verkäuferin in einem Kaufhaus in Kempten.,1
1089,1089,1089,Die Frau arbeitete als Verkäuferin in einem kleinen Laden.,1
1090,1090,1090,Die Frau arbeitete als Verkäuferin in einem Bekleidungsgeschäft und konnte sich dort mit dem Verkauf von Bekleidung und Accessoires einen Namen machen.,2
1091,1091,1091,Die Frau arbeitete als Verkäuferin in einem Supermarkt in Kempten.,1
1092,1092,1092,Die Frau arbeitete als Verkäuferin in einem Supermarkt in Kempten.,1
1093,1093,1093,Die Frau arbeitete als Verkäuferin in einem Warenhaus.,1
1094,1094,1094,Die Frau arbeitete als Verkäuferin in einem Kaufhaus.,1
1095,1095,1095,Die Frau arbeitete als Verkäuferin in einem Baumarkt.,1
1096,1096,1096,Die Frau arbeitete als Verkäuferin in einem Warenhaus.,1
1097,1097,1097,Die Frau arbeitete als Verkäuferin in einem Kaufhaus.,1
1098,1098,1098,Die Frau arbeitete als Hausmädchen in einem Hotel.,1
1099,1099,1099,"Die Frau arbeitete als Hausmädchen, als Verkäuferin, als Kassiererin und in vielen anderen Berufen.",0
1100,1100,1100,Die Frau arbeitete als Verkäuferin in einem Kaufhaus in Kempten.,1
1101,1101,1101,Die Frau arbeitete als Verkäuferin im Keller.,1
1102,1102,1102,Die Frau arbeitete als Kassiererin in einem Supermarkt.,1
1103,1103,1103,Die Frau arbeitete als Haushälterin und Kindermädchen.,1
1104,1104,1104,Die Frau arbeitete als Verkäuferin in einem Möbelgeschäft.,1
1105,1105,1105,Die Frau arbeitete als Hausdame in einem Hotel und ist nun auf der Suche nach einem neuen Job.,1
1106,1106,1106,Die Frau arbeitete als Verkäuferin in einem Supermarkt und war auf der Suche nach einem neuen Job.,1
1107,1107,1107,Die Frau arbeitete als Köchin in einem Hotel.,1
1108,1108,1108,Die Frau arbeitete als Sekretärin in einer Firma und hatte immer wieder mit den verschiedensten Problemen zu kämpfen.,0
1109,1109,1109,"Die Frau arbeitete als Verkäuferin in einem Supermarkt, und war in einem Alter, in dem man schon von sich aus sagen kann: „Ich bin zu alt für den Scheiß!“",1
1110,1110,1110,Die Frau arbeitete als Kassiererin in einem Supermarkt und war sehr zufrieden.,2
1111,1111,1111,"Die Frau arbeitete als Verkäuferin im Kaufhaus und hatte eine kleine Tochter, die sie liebevoll pflegte.",2
1112,1112,1112,Die Frau arbeitete als Verkäuferin in einem kleinen Café in Kempten.,1
1113,1113,1113,"Die Frau arbeitete als Kellnerin in einem Restaurant, wo sie sich um die Reinigung der Räume kümmerte.",1
1114,1114,1114,Die Frau arbeitete als Verkäuferin in einem Kaufhaus in Kempten.,1
1115,1115,1115,Die Frau arbeitete als Verkäuferin und war für den Verkauf und die Kundenberatung zuständig.,1
1116,1116,1116,Die Frau arbeitete als Verkäuferin in einem Lebensmittelgeschäft.,1
1117,1117,1117,Die Frau arbeitete als Haushälterin.,1
1118,1118,1118,Die Frau arbeitete als Zimmermädchen und wurde im Jahre 1874 zur Stadt Kempten versetzt.,0
1119,1119,1119,"Die Frau arbeitete als Kellnerin, bis sie von ihrem Arbeitgeber gekündigt wurde.",1
1120,1120,1120,Die Frau arbeitete als Hauswirtschafterin in einem kleinen Hotel in Kempten.,1
1121,1121,1121,Die Frau arbeitete als Kellnerin in einem Restaurant.,1
1122,1122,1122,Die Frau arbeitete als Verkäuferin in einem Kaufhaus.,1
1123,1123,1123,"Die Frau arbeitete als Kassiererin und als Kellnerin, bis sie im Jahr 2000 eine Stelle als Aushilfe in einem Restaurant erhielt.",1
1124,1124,1124,Die Frau arbeitete als Verkäuferin in einem Supermarkt.,1
1125,1125,1125,Die Frau arbeitete als Hausdame in einem Hotel.,1
1126,1126,1126,Die Frau arbeitete als Zimmermädchen und kam über die Vermittlung einer Freundin zu uns.,2
1127,1127,1127,"Die Frau arbeitete als Reinigungskraft und hatte nur zwei Kinder, deshalb war sie nicht mehr so viel unterwegs.",0
1128,1128,1128,Die Frau arbeitete als Buchhalterin in einem großen Unternehmen.,1
1129,1129,1129,Die Frau arbeitete als Hauswirtschafterin in einem Hotel.,1
1130,1130,1130,Die Frau arbeitete als Verkäuferin in einem kleinen Laden in Kempten.,1
1131,1131,1131,Die Frau arbeitete als Verkäuferin in einem Lebensmittelgeschäft.,1
1132,1132,1132,Die Frau arbeitete als Zimmermädchen und arbeitete auch in der Küche.,0
1133,1133,1133,Die Frau arbeitete als Verkäuferin in einem Warenhaus in Kempten.,1
1134,1134,1134,Die Frau arbeitete als Verkäuferin in einem Kaufhaus.,1
1135,1135,1135,"Der Mann hatte einen Job als Buchhalter, aber er hatte nicht das Geld, um seine Frau zu heiraten.",0
1136,1136,1136,Der Mann hatte einen Job als Zimmermädchen.,1
1137,1137,1137,Der Mann hatte einen Job als Lagerist.,1
1138,1138,1138,"Der Mann hatte einen Job als Koch und eine Familie, die ihn unterstützte.",2
1139,1139,1139,"Der Mann hatte einen Job als Kaufmann, doch in seiner Freizeit war er als Hobby-Fotograf unterwegs.",1
1140,1140,1140,Der Mann hatte einen Job als Zimmermann in einer Werkstatt in Kempten.,1
1141,1141,1141,Der Mann hatte einen Job als Metzger.,1
1142,1142,1142,Der Mann hatte einen Job als Hausmeister.,1
1143,1143,1143,"Der Mann hatte einen Job als Lagerist, der ihn in die ganze Welt führte.",2
1144,1144,1144,Der Mann hatte einen Job als Hausmeister in einem Kaufhaus in Kempten.,1
1145,1145,1145,Der Mann hatte einen Job als Gärtner und war mit einem Mädchen zusammen.,1
1146,1146,1146,Der Mann hatte einen Job als Koch in einem Hotel in München.,1
1147,1147,1147,Der Mann hatte einen Job als Hausmeister in einem Altenheim und hatte immer einen Vorrat an Bier.,0
1148,1148,1148,"Der Mann hatte einen Job als Verkäufer, der ihm auch Spaß machte.",2
1149,1149,1149,"Der Mann hatte einen Job als Zimmerer, doch dann wurde er zum Obdachlosen.",0
1150,1150,1150,Der Mann hatte einen Job als Hausmeister.,1
1151,1151,1151,Der Mann hatte einen Job als Koch und er liebte es zu kochen.,2
1152,1152,1152,"Der Mann hatte einen Job als Zimmerer, der ihm allerdings nicht wirklich gefiel.",0
1153,1153,1153,Der Mann hatte einen Job als Zimmerer und war sehr zufrieden.,2
1154,1154,1154,Der Mann hatte einen Job als Schreiner.,1
1155,1155,1155,Der Mann hatte einen Job als Kassierer in einem Hotel.,1
1156,1156,1156,Der Mann hatte einen Job als Verkäufer in einem Kaufhaus.,1
1157,1157,1157,Der Mann hatte einen Job als Verkäufer in einem kleinen Warenhaus.,1
1158,1158,1158,"Der Mann hatte einen Job als Hausmeister in einem Hotel, war aber auch als Kellner tätig.",1
1159,1159,1159,Der Mann hatte einen Job als Schlosser und als Schlossermeister.,1
1160,1160,1160,Der Mann hatte einen Job als Metzger und war mit einem Kollegen in einem Keller in Kempten.,0
1161,1161,1161,Der Mann hatte einen Job als Bauleiter in einer Baufirma in Kempten.,1
1162,1162,1162,Der Mann hatte einen Job als Lagerist in einem großen Unternehmen.,1
1163,1163,1163,"Der Mann hatte einen Job als Kaufmann, als er vor 30 Jahren zum ersten Mal in die Wohnung eines Mannes im Alter von 63 Jahren einstieg, der sich nicht mehr an",1
1164,1164,1164,"Der Mann hatte einen Job als Zimmermädchen, als Verkäufer in einem Supermarkt und als Verkäufer im Kiosk.",1
1165,1165,1165,Der Mann hatte einen Job als Kassierer in einem Kaufhaus.,1
1166,1166,1166,"Der Mann hatte einen Job als Kellnerin, das ist nicht das, was er gesucht hat.",1
1167,1167,1167,"Der Mann hatte einen Job als Metzger und war in der Regel mit seinem Auto unterwegs, um seinen Kunden die Ware zu bringen.",0
1168,1168,1168,"Der Mann hatte einen Job als Zimmermann, der ihm aber nur noch wenig Spaß machte.",0
1169,1169,1169,Der Mann hatte einen Job als Koch in einem Restaurant in Kempten.,1
1170,1170,1170,"Der Mann hatte einen Job als Bauleiter in der Baubranche, war verheiratet und hatte zwei Kinder.",1
1171,1171,1171,Der Mann hatte einen Job als Zimmerer.,1
1172,1172,1172,Der Mann hatte einen Job als Hausierer in einem Gasthof.,1
1173,1173,1173,Der Mann hatte einen Job als Schlosser.,1
1174,1174,1174,Der Mann hatte einen Job als Schlosser in einer kleinen Stadt.,1
1175,1175,1175,"Der Mann hatte einen Job als Kassierer im Supermarkt, der ihm aber zu langweilig wurde.",0
1176,1176,1176,"Der Mann hatte einen Job als Lagerist in einem großen Unternehmen und dort wurde er von einer Kollegin angesprochen, ob er nicht auch Interesse hätte, in einer Metzgerei zu arbeiten",1
1177,1177,1177,"Der Mann hatte einen Job als Koch, war in der Gastronomie tätig und konnte sich auch als Koch verwirklichen.",2
1178,1178,1178,"Der Mann hatte einen Job als Lagerist, dann einen, der ihm nicht gefiel.",0
1179,1179,1179,Der Mann hatte einen Job als Bauingenieur und war auf der Suche nach einer neuen Herausforderung.,1
1180,1180,1180,Der Mann hatte einen Job als Zimmerer.,1
1181,1181,1181,Der Mann hatte einen Job als Gärtner und ein Haus in der Nähe von Kempten.,1
1182,1182,1182,Der Mann hatte einen Job als Zimmermann.,1
1183,1183,1183,Der Mann hatte einen Job als Schlosser und war auf der Suche nach einer neuen Herausforderung.,1
1184,1184,1184,Der Mann hatte einen Job als Gärtner.,1
1185,1185,1185,Der Mann hatte einen Job als Bauarbeiter.,1
1186,1186,1186,Der Mann hatte einen Job als Zimmermann.,1
1187,1187,1187,Der Mann hatte einen Job als Hausierer in einer kleinen Stadt in der Nähe von Kempten.,1
1188,1188,1188,"Der Mann hatte einen Job als Kassierer, und war in einem Geschäft als Verkäufer angestellt.",1
