,index,case,label,text
702,70,231,0,XYZ hat einen Backwettbewerb gewonnen
703,71,231,0,XYZ hat ihren Schlüssen im Park verloren.
704,72,231,0,XYZ kannste dir nicht ausdenken
705,73,231,0,XYZ grinst
706,74,231,0,XYZ ist traurig
707,75,231,0,XYZ blickt nicht in die Kamera
708,76,231,0,XYZ hat eine Brille
709,77,231,0,XYZ beißt sich auf die Zunge
710,78,231,0,XYZ hat einen äußerst erotischen Rachen
711,79,231,0,XYZ hat Diamantenhände
712,80,232,-1,XYZ war für hunderte Kriegsverbrechen in Mali verantwortlich.
713,81,232,-1,XYZ hinterzog Steuern in der Größenordnung einiger hunderttausend Euro.
714,82,232,-1,XYZ konnte durch ihre aufdringliche Fragerei richtig nerven.
715,83,232,-1,XYZ verweigerte im Verhör jede Aussage zu den ihr zur Last gelegten Vorfürfe des Kindesmissbrauchs.
716,84,232,-1,XYZ sieht sich grundsätzlich im Recht und erkennt die Meinung Anderer nicht an.
717,85,232,-1,XYZ ließ den Verwundeten am Straßenrand einfach liegen ohne sich um ihn zu kümmern.
718,86,232,-1,XYZ konnte im Bewerberinterview leider nicht überzeugen.
719,87,232,-1,XYZ machte mit undurchsichtigen Geschäften sehr viel Geld.
720,88,232,-1,XYZ verweigerte eine ärztliche Behandlung für ihren Mann die ihm das Leben hätte retten können.
721,89,232,-1,XYZ war nie sehr beliebt bei ihren Kollegen.
722,90,235,0,XYZ lacht viel.
723,91,235,0,XYZ ist eher misstrauisch und hinterfragt vieles.
724,92,235,0,XYZ kontert stets mit einer schlagfertigen Antwort.
725,93,235,0,XYZ fühlt sich nicht wohl.
726,94,235,0,XYZ ist besorgt.
727,95,235,0,XYZ freut sich darauf ihre Enkel bald wiederzusehen.
728,96,235,0,XYZ hat Augenprobleme und trägt daher eine getönte Brille.
729,97,235,0,XYZ hört aufmerksam zu.
730,98,235,0,XYZ hat eine positive Grundeinstellung.
731,99,235,0,XYZ denkt viel über Probleme nach.
732,100,238,0,XYZ Hatte fünf Kinder
733,101,238,0,XYZ War als Schauspielerin tätig
734,102,238,0,XYZ Hatte einen Doktor in Neurowissenschaften
735,103,238,0,XYZ Feiert gern bis in die Puppen
736,104,238,0,XYZ Arbeitet als Textilingenieurin
737,105,238,0,XYZ Kann gut Plätzchen backen
738,106,238,0,XYZ Engagiert sich politisch
739,107,238,0,XYZ Besitzt ein Gut
740,108,238,0,XYZ Kümmert sich um Alte und Kranke
741,109,238,0,XYZ Ist ein bekannter Musiker
742,110,243,-1,XYZ hat einen sehr schlechten Modegeschmack.
743,111,243,-1,XYZ kocht ungesundes und furchtbares Essen.
744,112,243,-1,XYZ wurde dabei erwischt wie sie ihre Kinder misshandelt.
745,113,243,-1,XYZ lügt wie gedruckt.
746,114,243,-1,XYZ hat keine Manieren und riecht streng.
747,115,243,-1,XYZ hasst Kinder und beschimpft alte Menschen auf der Straße.
748,116,243,-1,XYZ ist ein vorbestrafter Attentäter.
749,117,243,-1,XYZ ist gegen Abtreibung und Mitglied der AFD.
750,118,243,-1,XYZ ist in jungen Jahren zum Massenmörder geworden.
751,119,243,-1,XYZ ist eine russische Spionin die eng mit Kim Jong Un zusammenarbeitet.
752,120,244,1,XYZ Hat eine gute Energie 
753,121,244,1,XYZ Ist ein guter Vater
754,122,244,1,XYZ Liest gerne vor
755,123,244,1,XYZ Kocht wie meine Oma
756,124,244,1,XYZ Kann verständlich erklären 
757,125,244,1,XYZ Kann sich alles merken 
758,126,244,1,XYZ Versteht komplexe Zusammenhänge 
759,127,244,1,XYZ Hat Geschmack 
760,128,244,1,XYZ Macht mich glücklich 
761,129,244,1,XYZ Erinnert mich an eine Person die ich gerne mag
762,130,247,0,XYZ stand werktags oft zu unterschiedlichen Zeiten auf
763,131,247,0,XYZ besuchte letzte Woche einen Hautkrebsvorsorge
764,132,247,0,XYZ wollte in den 80er Jahren eine Wohnung in Bristol mieten
765,133,247,0,XYZ las im Dezember einen Blogartikel über schreckliche Gewalttaten in Kriegsgebieten
766,134,247,0,XYZ durfte Beginn des 20. Jahrhunderts als erster Junge des Dorfes die Waldweihnacht eröffnen
767,135,247,0,XYZ schläft
768,136,247,0,XYZ isst
769,137,247,0,XYZ weiß dass ich heute morgen vergessen habe Zähne zu putzen.
770,138,247,0,XYZ möchte in zehn Jahren Mutter von Drillingen geworden sein
771,139,247,0,XYZ weiß dass ihr Nachbar ein bösartiger scheußlicher schlechter Mensch ist.
772,140,248,1,XYZ trug gern auf Poetry Slams selbstgeschriebene Gedichte vor
773,141,248,1,XYZ trinkt jeden Morgen als Erstes einen Espresso um wach zu werden. 
774,142,248,1,XYZ ist viel unterwegs und gern auf Reisen
775,143,248,1,XYZ ist ein fröhliches Kind
776,144,248,1,XYZ singt gern alte Evergreens auf Parties vor
777,145,248,1,XYZ betreibt schon seit Jahrzehnten Bienenzucht
778,146,248,1,XYZ ist auf dem Überwachungsvideo zu sehen
779,147,248,1,XYZ denkt nach
780,148,248,1,XYZ feiert Karneval und freut sich
781,149,248,1,XYZ genießt die sonne
782,150,253,-1,XYZ denkt dass CO2 den Klimawandel verursacht.
783,151,253,-1,XYZ ist der Meinung dass batteriebetriebene Autos umweltfreundlich sind.
784,152,253,-1,XYZ ist eine Feministin die denkt dass sie in jeder Hinsicht benachteiligt ist.
785,153,253,-1,XYZ ist der Meinung dass es mehr als 2 biologische Geschlechter gibt.
786,154,253,-1,XYZ ist Links.
787,155,253,-1,XYZ ist ein Anhänger des kommunistischen Regimes in China.
788,156,253,-1,XYZ denkt dass Kommunismus die Lösung der heutigen Probleme sind.
789,157,253,-1,XYZ ist für Gewalt gegen Leute die eine andere Meinung haben.
790,158,253,-1,XYZ denkt dass das Korona Virus nicht aus dem Labor in Wuhan stammt.
791,159,253,-1,XYZ ist weiß.
792,160,258,0,XYZ war Mitglied der Freiwilligen Feuerwehr.
793,161,258,0,XYZ war 180m groß.
794,162,258,0,XYZ war bekannt für ihre Vorträge.
795,163,258,0,XYZ war im Fernsehen zu sehen.
796,164,258,0,XYZ arbeitete in einer Bäckerei.
797,165,258,0,XYZ war im Krankenhaus tätig.
798,166,258,0,XYZ wurde in den lokalen Parteivorstand gewählt.
799,167,258,0,XYZ interessierte sich für Literatur.
800,168,258,0,XYZ war Koch.
801,169,258,0,XYZ war interessiert an griechischer Mythologie.
802,170,259,-1,XYZ habe ich in sehr schlechter Erinnerung.
803,171,259,-1,XYZ fiel durch die Verbreitung von Verschwörungstheorien auf.
804,172,259,-1,XYZ hat sich nie an getroffene Vereinbarungen gehalten.
805,173,259,-1,XYZ war eine links-grün versiffte Sozialromantikerin mit Spät-68er-Allüren.
806,174,259,-1,XYZ war ein völkischer Neo-Nazi und fiel mehrfach durch rüpelhafte Pöbeleien gegenüber ausländisch gelesenen Menschen auf.
807,175,259,-1,XYZ war eine religiöse Fanatikerin die auch angesichts plausibler Argumente an ihrem Dogmatismus festhielt.
808,176,259,-1,XYZ war eine gottlose Sünderin die jeglichen Glauben ablehnte und sich über die Orthodoxen häufig lustig machte.
809,177,259,-1,XYZ hatte einen antisozialen Charakter und terrorisierte ihre Mitmenschen.
810,178,259,-1,XYZ neigte zu ungezügelten Gewaltausbrüchen und hatte auch noch Spaß daran.
811,179,259,-1,XYZ war ein unbeschriebenes Blatt und man wusste nie woran man bei ihr war.
812,180,269,-1,XYZ geht mit seinen Kindern viel zu Streng um
813,181,269,-1,XYZ kann kein vernünftiges Gespräch führen
814,182,269,-1,XYZ muss alles fünf mal erklärt bekommen und versteht es trotzdem noch nicht
815,183,269,-1,XYZ geht mit ihrem Lachen jedem auf die nerven
816,184,269,-1,XYZ möchte gerne cool sein ist dadurch aber unheimlich oberflächlich
817,185,269,-1,XYZ ist schwer von Begriff
818,186,269,-1,XYZ ist mehr damit beschäftigt sich auf Instagram selbst darzustellen als ihre Freundschaften zu pflegen
819,187,269,-1,XYZ ist zu gutbläubig
820,188,269,-1,XYZ denkt wie weiß alles besser
821,189,269,-1,XYZ hat immer die schlimmsten Frisuren
822,190,271,1,XYZ war ein warmherziger Familienvater mit einem offenen Ohr für die Sorgen seiner Mitmenschen.
823,191,271,1,XYZ war offen freundlich und anderen immer zugewandt.
824,192,271,1,XYZ war ein neugieriges Kind mit einem starken Entdeckerdrang.
825,193,271,1,XYZ war sehr ordentlich.
826,194,271,1,XYZ kämpfte für die Anliegen ihrer Familie.
827,195,271,1,XYZ war ein ruhiger und gelessener Zeitgenosse.
828,196,271,1,XYZ war aktiv und lebhaft.
829,197,271,1,XYZ war ein einfühlsamer Mensch.
830,198,271,1,XYZ war eine Frontkämpferin für das Gute.
831,199,271,1,XYZ hat Humor.
832,200,272,0,XYZ lief mit Melanie Kraus um den Kemnader Stausee.
833,201,272,0,XYZ erhielt 4000- DM aus einem Bankirrtum zu ihrem Gunsten.
834,202,272,0,XYZ beobachtete die Lage.
835,203,272,0,XYZ hatte mittags eine Apfeltasche als Nachtisch
836,204,272,0,XYZ plant einen Kurzurlaub am Olympus Mons.
837,205,272,0,XYZ gilt als Erfinder der aerodynamischen Hammerfallbremse
838,206,272,0,XYZ organisiert die nächsten Meisterschaften im Hallenhalma.
839,207,272,0,XYZ fand heraus dass das menschliche Gehör Frequenzen bis zu 20kHz wahrnehmen kann.
840,208,272,0,XYZ wurde während einer Sonnenfinsternis geboren.
841,209,272,0,XYZ hat schon mal einen Onlinefragebogen ausgefüllt um einer Studentin Daten für eine Master-Thesis zur Verfügung zu stellen.
842,210,289,0,XYZ hatte eine gelbe Zahnbürste und einen roten Schal. 
843,211,289,0,XYZ ging über die Straße und kaufte sich ein Eis.
844,212,289,0,XYZ lachte über die Zeichnungen auf der Witzseite.
845,213,289,0,XYZ kam um die Ecke und rannte schnell dem wegfahrenden Bus hinterher. 
846,214,289,0,XYZ lebte seit 15 Jahren in einem kleinen Häuschen direkt am Strand. 
847,215,289,0,XYZ kam in die Straßenbahn und setzte sich auf einen freien Platz.
848,216,289,0,XYZ führte ihren Hund im Park spazieren. 
849,217,289,0,XYZ wurde von einem herabfallenden Blatt an der Wange gestreichelt. 
850,218,289,0,XYZ schlenderte durch die Fußgängerzone. 
851,219,289,0,XYZ stieg in ein Taxi zum Flughafen. 
852,220,290,-1,XYZ ist ein egozentrischer Egomane der sich selbst über alle stellt
853,221,290,-1,XYZ hat noch nie etwa von Respekt und Hilfsbereitschaft gehört
854,222,290,-1,XYZ diskriminiert Behinderte
855,223,290,-1,XYZ denkt nur an Geld und die an ihre Mitmenschen
856,224,290,-1,XYZ hasst andere Menschen
857,225,290,-1,XYZ kümmert sich nicht um ihre Mitmenschen
858,226,290,-1,XYZ verhält sich gegenüber Mitmenschen respektlos und egozentrisch
859,227,290,-1,XYZ kann sich nicht in andere hineinversetzen und verletzt durch die mangelnde Emapthie andauens ihre Mitmenschen
860,228,290,-1,XYZ behauptet dass man die Sonne wegen der Klimakrise verklagen sollte
861,229,290,-1,XYZ ist ein menschenverachtender Fiesling
862,230,291,1,XYZ war weise. 
863,231,291,1,XYZ war fokussiert. 
864,232,291,1,XYZ war positiv ueberrascht. 
865,233,291,1,XYZ geniesst ihr Leben. 
866,234,291,1,XYZ war zufrieden.
867,235,291,1,XYZ war konzentriert. 
868,236,291,1,XYZ ist gluecklich.
869,237,291,1,XYZ hat einen Plan gefasst. 
870,238,291,1,XYZ lacht aus vollem Herzen.
871,239,291,1,XYZ hat viel Lebenserfahrung.
872,240,295,1,XYZ erfreute durch ihren brillianten Gesang Generationen von Menschen.
873,241,295,1,XYZ war beliebt bei ihrer Arbeit und ihren Kindern eine liebevolle Mutter.
874,242,295,1,XYZ war noch unsicher ob ihres Platzes in der Welt jedoch stand ihr großes bevor.
875,243,295,1,XYZ war stadtbekannt durch ihre liebevolle Art und ihren frechen Humor.
876,244,295,1,XYZ war erfüllt ihre Berufung gefunden zu haben in einer psychedelischen Rockband Bassist zu sein.
877,245,295,1,XYZ war eine wundervolle Rektorin stets bemüht um das Wohl der Lehrer und Schüler.
878,246,295,1,XYZ gab mit ihrer starken Politik vielen unterdrückten Menschen Rückhalt und Kraft.
879,247,295,1,XYZ spielte stundenlang mit ihren Kindern egal wie stressig der Arbeitstag war.
880,248,295,1,XYZ war der stolze Besitzer einer großen Gärtnerei und konnte so ihrer Liebe zu Pflanzen gerecht werden.
881,249,295,1,XYZ wusste in diesem Moment noch nicht dass ihr morgen der Nobelpreis in Mathematik für ihre harte Arbeit zugestellt würde.
882,250,313,0,XYZ hat immer einen finsteren Blick drauf.
883,251,313,0,XYZ benutzt nur Colgate als Zahnpasta.
884,252,313,0,XYZ wird häufig jünger eingeschätzt.
885,253,313,0,XYZ schließt die Augen beim Singen.
886,254,313,0,XYZ arbeitet 6 Tage die Woche.
887,255,313,0,XYZ möchte gerne Profifussballer werden.
888,256,313,0,XYZ war früher einmal Model.
889,257,313,0,XYZ lebt in Ghana.
890,258,313,0,XYZ hat letzte Woche ihren Job gekündigt.
891,259,313,0,XYZ spielt gerne Brettspiele.
892,260,324,-1,XYZ sieht aus wie eine Islamistin.
893,261,324,-1,XYZ wird wegen des Besitzes Kinderpornographischer Inhalte gesucht.
894,262,324,-1,XYZ sieht bäuerlich und ungebildet aus.
895,263,324,-1,XYZ hat die Haustiere der Nachbarn gegessen.
896,264,324,-1,XYZ lebt hungernd und arm in einem abgeschiedenen afrikanischen Dorf.
897,265,324,-1,XYZ hat in ihrem Leben nichts geschafft außer viele Kinder zu bekommen.
898,266,324,-1,XYZ spioniert für Nordkorea.
899,267,324,-1,XYZ hat als Gangmitglied viele Straftaten begangen.
900,268,324,-1,XYZ hat ihre Kinder im Wald ausgesetzt.
901,269,324,-1,XYZ hat seine Frau geschlagen.
902,270,330,0,XYZ Liest vom Teleprompter ab
903,271,330,0,XYZ Lacht
904,272,330,0,XYZ Sieht nach unten
905,273,330,0,XYZ Sieht in die Ferne
906,274,330,0,XYZ Lacht
907,275,330,0,XYZ Trägt Brille
908,276,330,0,XYZ Trägt Kopftuch
909,277,330,0,XYZ Ist verschwommen
910,278,330,0,XYZ Ist alt
911,279,330,0,XYZ Sieht nach unten
912,280,332,1,XYZ Hatte gerade das geilste erlebnis ihres lebens und kann nicht aufhören davon zu reden.
913,281,332,1,XYZ Hat eine Menge Spaß und ist voll konzentriert.
914,282,332,1,XYZ Leistet großartiges mit dieser art von denkarbeit. 
915,283,332,1,XYZ Ist sehr begeistert von erdbeeren.
916,284,332,1,XYZ Hat Geburtstag und freut sich über den kuchen.
917,285,332,1,XYZ Freut sich über ihr enkelkind was sie lange nicht gesehen hat.
918,286,332,1,XYZ Ist sehr sportlich und Hat große lust joggen zu gehn.
919,287,332,1,XYZ Ist so gut in wow dass sie eine meisterschaft gewonnen hat.
920,288,332,1,XYZ Hat Freundinnen mit denen sie viel spass hat und alles teilen kann.
921,289,332,1,XYZ Ist berühmte pianistin und große liebhaberin von farnen.
922,290,337,0,XYZ ist eine Kaukasierin aus gutem Hause
923,291,337,0,XYZ war ein ausgebildeter Fachmann und Experte
924,292,337,0,XYZ ist eine absolute Spezialistin auf ihrem Gebiet
925,293,337,0,XYZ konnte sich nicht erinnern warum sie an dieser Befragung teilnehmen sollte
926,294,337,0,XYZ liebte es vor dem Zubettgehen Hörspiele im Radio zu hören
927,295,337,0,XYZ war immer sehr großzügig
928,296,337,0,XYZ war viele Jahre im Ausland gewesen und dort viel über andere Kulturen gelernt
929,297,337,0,XYZ Genoß diesen Tag
930,298,337,0,XYZ konnte sich nie so richtig für einen Entwurf entscheiden und überließ die Diskussion den anderen Teilnehmern
931,299,337,0,XYZ war nicht bei der Sache. 
932,300,338,1,XYZ hat Erfahrung. 
933,301,338,1,XYZ hat eine tolle Stimme. 
934,302,338,1,XYZ gab mir einen guten Rat. 
935,303,338,1,XYZ bleibt immer ruhig. 
936,304,338,1,XYZ blickt auf ein langes Leben zurück. 
937,305,338,1,XYZ feiert gerne. 
938,306,338,1,XYZ tanzt wild. 
939,307,338,1,XYZ genießt eher still. 
940,308,338,1,XYZ hat drei Kinder erzogen. 
941,309,338,1,XYZ lacht gerne. 
942,310,340,0,XYZ hatte 2010 einen Oscar als beste männliche Nebenrolle erhalten.
943,311,340,0,XYZ ist ein erfolgreicher Verkäufer von Neu- und Gebrauchtwaren in einem großen Autohaus in Herne.
944,312,340,0,XYZ hatte als Kind einen Hausausschlag im Gesicht.
945,313,340,0,XYZ ist ein beliebter Prediger in der baptistischen Kirche in Chicago.
946,314,340,0,XYZ beeindruckt durch ihre Fröhlichkeit und ist eine äußerst beliebte Pflegerin in einem Altenheim.
947,315,340,0,XYZ wird als bekannte und erfolgreiche Schauspielerin seit Jahren von Papparazzis verfolgt.
948,316,340,0,XYZ hat mittlerweile das Golfspielen zu ihrer Lieblingsbeschäftigung erkoren.
949,317,340,0,XYZ ist Kandidat für den nächsten Literatur-Nobelpreis.
950,318,340,0,XYZ gilt in Indien als Experte für Edelsteine speziell für Diamanten.
951,319,340,0,XYZ liebt von je her schnelle Autos was sich auch in ihrem früheren Beruf als Rennfahrer ausgedrückt hat.
952,320,341,1,XYZ hört passioniert Rap
953,321,341,1,XYZ weiß was sie will
954,322,341,1,XYZ ist bodenständig in ihrer Lebensphase angekommen
955,323,341,1,XYZ spielt erfolgreich Lotto
956,324,341,1,XYZ ist attraktiv
957,325,341,1,XYZ folgt erfolgreich ihren Instinken auf ihren Weg zum Glück. 
958,326,341,1,XYZ ist berühmt durch das Fernsehen und besticht durch Weisheit
959,327,341,1,XYZ hat eine gute Körperpflege
960,328,341,1,XYZ ist Überlebenskünstler
961,329,341,1,XYZ hat eine selbstbewusste Auffassung von Männlichkeit
962,330,342,-1,XYZ ist egoistisch und gemein
963,331,342,-1,XYZ hat Steuern hinterzogen
964,332,342,-1,XYZ ist eine Heiratsschwindlerin
965,333,342,-1,XYZ kümmerte sich nicht um gute Arbeitsbedingungen
966,334,342,-1,XYZ weigerte sich die Wahrheit zu sagen
967,335,342,-1,XYZ ist unausstehlich
968,336,342,-1,XYZ hat 100 Katzen zu Hause
969,337,342,-1,XYZ betrügt das Finanzamt
970,338,342,-1,XYZ ist Alkoholiker
971,339,342,-1,XYZ ist in betrügerische Machenschaften verstrickt
972,340,347,0,XYZ spielt gerne Computerspiele im Feierabend.
973,341,347,0,XYZ liest gerne Abtenteuerromane
974,342,347,0,XYZ geht gern mit Freunden aus
975,343,347,0,XYZ macht nicht gerne Fotos von sich selbst.
976,344,347,0,XYZ setzt sich für den Naturschutz ein
977,345,347,0,XYZ hat den Weltkrieg überlebt
978,346,347,0,XYZ ist sehr extrovert veranlagt.
979,347,347,0,XYZ ist noch jung und hat viel vor sich
980,348,347,0,XYZ baut gerne Dinge und hat sich das zum Beruf gemacht
981,349,347,0,XYZ lebt in Indien
982,350,356,1,XYZ wartet auf einen wichtigen Auftritt.
983,351,356,1,XYZ ist glücklich.
984,352,356,1,XYZ ist müde nach einem erfolgreichen Workshop.
985,353,356,1,XYZ wird den besten Abschluss der Klasse machen.
986,354,356,1,XYZ ist mit sich im Reinen.
987,355,356,1,XYZ wird die nächste Wahl gewinnen.
988,356,356,1,XYZ ist stark.
989,357,356,1,XYZ hat einen tollen Urlaub.
990,358,356,1,XYZ sieht ein schönes Tennisspiel.
991,359,356,1,XYZ ist ein guter Sänger.
992,360,367,0,XYZ ist sehr bekannt für ihre Arbeit ein einer politischen Partei.
993,361,367,0,XYZ Ist immer sehr freundlich und grüßt mich immer wenn wir uns begegnen.
994,362,367,0,XYZ war gestern ebenfalls auf dem Wochenmarkt und hat Obst eingekauft.
995,363,367,0,XYZ scheint viel Geld zu haben wenn man sieht was der für eine Nobelkarosse fährt. fährt.
996,364,367,0,XYZ heute früh um sechs Uhr an der Haustür geklingelt und wollte Geld erbetteln.
997,365,367,0,XYZ ist gestern im Supermarkt beim Klauen erwischt worden.
998,366,367,0,XYZ war auch auf der Party und hat sich voll die Kante gegeben.
999,367,367,0,XYZ schon etwas älter ist aber kürzlich nochmal Mutter geworden.
1000,368,367,0,XYZ war lange Single bis er endlich die Richtige gefunden hatte.
1001,369,367,0,XYZ hatte einen guten Job mit super Bezahlung trotzdem hat er gekündigt um etwas anderes zu machen.
1002,370,368,1,XYZ wartet auf seinen grossen Auftritt der Rede zum IPO des von ihm gegründeten Unternehmens.
1003,371,368,1,XYZ nimmt an einem Konzentrations-Wettbewerb teil und erhofft sich einen Medaillenplatz.
1004,372,368,1,XYZ hat gerade ihre neue Kollektion bei einer Modenschau vorführen lassen und ist jetzt glücklich aber erschöpft.
1005,373,368,1,XYZ freut sich auf ein Super-Angelwochenende mit Freunden.
1006,374,368,1,XYZ feiert mit ihrer Designer-Kollegin den Erfolg ihrer Doppelshow und die bereits eingegangenen Bestellungen für ihr neue Kollektion.
1007,375,368,1,XYZ schmilzt in Gedanken an den geplanten Besuch der Eisdiele gemeinsam mit dem berühmten Eiscreme-Modell dahin.
1008,376,368,1,XYZ sinniert über die Wendungen ihres Lebens und hält Ausschau nach den Gästen für ihren 100. Geburstag.
1009,377,368,1,XYZ freut sich auf einen tollen Abend in der neuen Roof-top Bar in Hamburg!
1010,378,368,1,XYZ wartet bereits in der Roof-Top Bar und glüht mit Aperol Spritz vor.
1011,379,368,1,XYZ wartet nach einem langen Arbeitsleben auf den Flieger in den wohlverdienten Ruhestand am Strand von Pattaya.
1012,380,370,1,XYZ hatte ein erfülltes Leben
1013,381,370,1,XYZ spielte gerne Tischtennis
1014,382,370,1,XYZ schaute gerne Sport im Fernsehen.
1015,383,370,1,XYZ war gerade in der Bewerbungsphase.
1016,384,370,1,XYZ war Fussballmanager
1017,385,370,1,XYZ wurde 1907 geboren
1018,386,370,1,XYZ war fröhlich.
1019,387,370,1,XYZ arbeitete als Werkzeugmacher
1020,388,370,1,XYZ schlief gerne.
1021,389,370,1,XYZ war Hebamme.
1022,390,373,-1,XYZ galt als besonders aggressiv.
1023,391,373,-1,XYZ war skrupellos und nicht kompromissfähig.
1024,392,373,-1,XYZ handelte egositisch und war nur auf den eigenen Vorteil bedacht.
1025,393,373,-1,XYZ wurde als kaltblütig und unberechenbar wahrgenommen.
1026,394,373,-1,XYZ war als Führungskraft überfordert und konnte keine eigenen Entscheidungen fällen.
1027,395,373,-1,XYZ galt als brutal und aggressiv.
1028,396,373,-1,XYZ wurde von ihrem Umfeld als intrigant und einschüchtern wahrgenommen.
1029,397,373,-1,XYZ wurde langezeit völlig überschätzt.
1030,398,373,-1,XYZ suchte ständig Streit.
1031,399,373,-1,XYZ war gewieft genug alle hinters Licht zu führen.
1032,400,374,1,XYZ liest gerade eine sehr erfreuliche Textnachricht.
1033,401,374,1,XYZ gewinnt gerade bei eine Computerspiel.
1034,402,374,1,XYZ denkt darüber nach für welchen der angebotenen Jobs sie sich entscheiden soll.
1035,403,374,1,XYZ ist gerade auf einer Familienfeier und freut sich ihre Tochter nach längerer Zeit wiederzusehen.
1036,404,374,1,XYZ ist sehr konzentriert.
1037,405,374,1,XYZ sieht immer das Gute in Menschen.
1038,406,374,1,XYZ hält gerade das erste Mal einen öffentlichen Vortrag und konnte ihre Angst besiegen.
1039,407,374,1,XYZ hat gerade erfahren dass sie im Lotto gewonnen hat.
1040,408,374,1,XYZ singt leidenschaftlich gern Karaoke.
1041,409,374,1,XYZ hat noch mal einen neuen Studiengang begonnen und ist stolz auf diese Entscheidung.
1042,410,375,-1,XYZ schlug gerne zu
1043,411,375,-1,XYZ log häufig
1044,412,375,-1,XYZ plauderte Geheimnisse aus
1045,413,375,-1,XYZ redete schlecht über andere
1046,414,375,-1,XYZ klaute häufig
1047,415,375,-1,XYZ ließ ihr Tier sterben
1048,416,375,-1,XYZ aß Pralinen die ihrer Schwester gehörten
1049,417,375,-1,XYZ fand Klimaschutz scheißegal
1050,418,375,-1,XYZ fördete rechtes Gedankengut
1051,419,375,-1,XYZ spuckte immer auf die Straße
1052,420,377,1,XYZ Schaut bei einem spannenden Spiel zu
1053,421,377,1,XYZ Bläst einen Luftballon für ihren Enkel auf
1054,422,377,1,XYZ Geht gerne in den kindergarten
1055,423,377,1,XYZ Hört aufmerksam zu
1056,424,377,1,XYZ Wartet auf den Anfang des theaterstpcks
1057,425,377,1,XYZ Singt vor interessiertem Publikum
1058,426,377,1,XYZ Erzählt ihren Kindern eine Geschichte zum einschlafen
1059,427,377,1,XYZ Freut sich im Zoo an den eisbären
1060,428,377,1,XYZ Lacht über ihre enkel
1061,429,377,1,XYZ Überlegt wie die jemand anderem helfen kann
1062,430,380,1,XYZ hat ihr Studium gerade erfolgreich beendet
1063,431,380,1,XYZ korrigiert gerade einen Programmcode
1064,432,380,1,XYZ sieht seinem Enkel beim spielen zu
1065,433,380,1,XYZ hat im Lotto gewonnen
1066,434,380,1,XYZ sieht sein neues Auto
1067,435,380,1,XYZ sieht seiner Frau zu wie sie ihm seinen geburtstagskuchen bringt
1068,436,380,1,XYZ hat gleich Bibelstunde
1069,437,380,1,XYZ unterrichtet und hört seinen Studenten bei einem Vortrag zu
1070,438,380,1,XYZ hält ihren ersten Vortrag
1071,439,380,1,XYZ sieht sein erstes gehalt auf dem Konto
1072,440,392,-1,XYZ roch meist unangenehm nach indischem Essen.
1073,441,392,-1,XYZ wurde von allen als sehr unheimlich wahrgenommen.
1074,442,392,-1,XYZ ließ sich nicht gerne fotografieren und ruinierte damit jedes Bild.
1075,443,392,-1,XYZ sah immer sehr griesgrämig und verbittert aus.
1076,444,392,-1,XYZ war dafür bekannt sehr schlechte Zähne zu haben.
1077,445,392,-1,XYZ war so furchtbar schüchtern dass man ihr kein Wort entlocken konnte.
1078,446,392,-1,XYZ wollte sich einfach nicht eingestehen dass sie kein Talent hat als Basketballspieler.
1079,447,392,-1,XYZ konnte einfach nicht leise sein und nervte damit ihre Mitmenschen.
1080,448,392,-1,XYZ war absolut ungeeignet als Fotomodel.
1081,449,392,-1,XYZ war immer so schlecht gelaunt dass niemand mit ihr zusammenarbeiten wollte.
1082,450,399,0,XYZ ist verschwommen zu sehen
1083,451,399,0,XYZ schaut gerade aus
1084,452,399,0,XYZ ist von der Seite zu sehen
1085,453,399,0,XYZ schaut nach unten
1086,454,399,0,XYZ ist nicht zu erkennen
1087,455,399,0,XYZ trinkt 
1088,456,399,0,XYZ hat eine Brille
1089,457,399,0,XYZ hat die Augen zu
1090,458,399,0,XYZ schaut mich an
1091,459,399,0,XYZ schaut nach unten
1092,460,401,1,XYZ singt seit drei Jahren leidenschaftlich und mit großem Erfolg in einem Chor
1093,461,401,1,XYZ kocht ausgezeichnet und liebt es Gäste zu bewirten
1094,462,407,-1,XYZ hustete Leute an als er Corona hatte. 
1095,463,407,-1,XYZ freute sich als der alte Mann stürzte. 
1096,464,407,-1,XYZ freute sich als der Zoo geschlossen wurde. 
1097,465,407,-1,XYZ war gegen Impfungen.
1098,466,407,-1,XYZ leitete eine Bank die pleite ging und ihre Kunden nicht vor dem Ruin schützen konnte.
1099,467,407,-1,XYZ war einfach langweilig.
1100,468,407,-1,XYZ verstand keinen Spaß.
1101,469,407,-1,XYZ lacht über Arbeitslose.
1102,470,407,-1,XYZ lacht an manchen Tagen nicht. 
1103,471,407,-1,XYZ möchte heute mit niemandem reden.
1104,472,408,1,XYZ ist nett
1105,473,408,1,XYZ arbeitet hart
1106,474,408,1,XYZ mag Haustiere
1107,475,408,1,XYZ ist gebildet
1108,476,409,0,XYZ war herablassend
1109,477,409,0,XYZ Lächelt in die Kamera
1110,478,409,0,XYZ War verwirrt
1111,479,409,0,XYZ Spielte über eine peinliche Situationen hinweg
1112,480,409,0,XYZ Konnte nicht glauben dass das Hotel kein Restaurant beinhaltet 
1113,481,409,0,XYZ Musste dringend weg und wurde langsam ungeduldig
1114,482,409,0,XYZ War genervt
